frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.0986,-21.8,26.1,48.2,5% turpentine
0.2051,-12.99,13.8,39.8,20% kerosene
0.1923,-14.44,13.9,41.0,10% turpentine
0.2235,-10.16,12.5,35.9,5% kerosene
0.1556,-17.28,18.5,42.6,5% kerosene
0.1714,-17.01,19.5,41.7,20% kerosene
0.1571,-15.02,18.6,41.0,10% kerosene
0.136,-17.89,22.1,45.1,5% turpentine
0.2239,-10.36,12.8,34.4,15% turpentine
0.1621,-17.04,16.3,42.0,5% kerosene
0.1969,-13.88,16.4,36.0,20% kerosene
0.2334,-10.16,10.8,32.1,5% turpentine
0.1799,-13.24,20.2,44.1,15% turpentine
0.2367,-12.3,11.4,33.3,20% turpentine
0.1323,-15.74,19.2,43.2,15% kerosene
0.2342,-13.31,13.9,38.1,15% kerosene
0.2147,-11.01,12.4,34.3,pure
0.1208,-17.2,19.7,46.9,10% kerosene
0.1953,-12.92,16.2,35.4,20% kerosene
0.1893,-11.19,15.1,37.8,10% turpentine
0.145,-17.12,17.2,42.2,20% turpentine
0.1035,-20.8,27.6,47.7,20% turpentine
0.2229,-11.79,14.3,39.3,10% kerosene
0.1801,-12.11,13.2,38.3,15% kerosene
0.2171,-11.67,11.3,33.1,5% turpentine
0.2116,-12.74,16.6,38.8,10% kerosene
0.104,-21.4,27.7,49.5,pure
0.1394,-17.87,19.9,44.9,20% kerosene
0.1824,-13.46,16.3,38.5,20% turpentine
0.1144,-19.32,24.3,46.1,pure
0.1483,-17.05,21.5,43.9,20% turpentine
0.2414,-9.75,11.2,33.3,20% kerosene
0.1612,-17.0,15.4,39.4,20% kerosene
0.1636,-16.21,18.1,42.3,5% turpentine
0.2419,-9.98,11.2,33.8,10% kerosene
0.2119,-12.34,14.4,36.7,pure
0.1676,-14.45,17.5,37.5,pure
0.1837,-14.11,18.7,38.9,10% kerosene
0.188,-12.48,16.5,37.8,20% kerosene
0.1791,-16.93,18.0,39.4,15% turpentine
0.1662,-15.1,16.9,42.1,20% turpentine
0.2481,-9.76,10.1,31.7,5% turpentine
0.1718,-14.73,15.7,38.1,20% turpentine
0.1087,-19.78,27.9,49.3,20% turpentine
0.1896,-14.09,16.2,36.7,15% turpentine
0.1178,-19.74,21.8,48.4,20% kerosene
0.2339,-11.35,12.9,35.6,20% turpentine
0.1915,-16.74,18.8,40.2,10% kerosene
0.1895,-17.43,20.9,43.2,20% turpentine
0.1207,-16.77,18.9,41.0,20% turpentine
0.1874,-16.83,17.1,39.4,5% turpentine
0.1317,-19.13,23.4,46.1,20% kerosene
0.2178,-12.04,13.6,37.4,5% turpentine
0.2032,-12.27,13.2,35.2,pure
0.1325,-19.48,24.9,46.1,5% kerosene
0.1211,-19.4,24.0,47.5,20% kerosene
0.1938,-15.77,15.9,38.3,5% turpentine
0.213,-11.07,12.7,34.2,20% kerosene
0.1092,-20.04,23.7,45.9,5% turpentine
0.1455,-19.28,21.6,44.7,20% turpentine
0.1989,-15.33,17.6,40.4,pure
0.1341,-17.58,21.6,44.2,5% kerosene
0.1712,-13.54,17.0,38.4,5% kerosene
0.2274,-10.44,13.5,35.0,5% kerosene
0.2017,-11.61,15.9,38.7,10% kerosene
0.1297,-20.38,27.2,45.6,5% turpentine
0.2286,-10.84,12.9,33.4,pure
0.2062,-12.25,16.1,38.6,15% turpentine
0.234,-10.82,13.3,35.5,15% turpentine
0.1801,-15.18,17.6,43.3,15% kerosene
0.1438,-17.55,23.6,43.4,15% kerosene
0.1279,-18.46,20.9,44.3,15% turpentine
0.108,-19.71,23.8,47.4,20% turpentine
0.1432,-16.74,24.2,46.1,20% kerosene
0.1989,-14.32,12.9,38.9,5% turpentine
0.1839,-13.31,19.3,38.4,20% turpentine
0.1642,-16.6,16.7,42.9,5% turpentine
0.1982,-17.55,16.2,42.5,15% turpentine
0.1956,-14.39,16.9,43.4,5% kerosene
0.1792,-13.25,13.0,35.9,5% kerosene
0.0975,-21.34,29.2,49.6,10% turpentine
0.1337,-17.89,25.4,46.1,15% kerosene
0.2474,-9.88,11.0,32.6,5% kerosene
0.1481,-18.88,24.5,43.2,5% kerosene
0.1093,-20.65,24.8,46.8,pure
0.1203,-20.46,20.3,45.0,5% turpentine
0.2241,-10.96,13.6,36.4,10% kerosene
0.1324,-16.46,16.6,43.2,pure
0.1229,-16.48,22.6,44.6,5% turpentine
0.2472,-10.04,11.2,33.1,pure
0.2346,-9.79,12.0,35.7,pure
0.2423,-10.11,10.6,32.1,10% turpentine
0.199,-12.46,14.0,36.0,15% turpentine
0.2125,-11.91,12.2,37.7,20% kerosene
0.2435,-10.36,11.2,33.1,20% turpentine
0.1522,-15.63,19.3,43.1,5% turpentine
0.203,-15.19,15.5,38.6,20% kerosene
0.1444,-18.23,22.8,42.0,5% kerosene
0.1221,-18.49,25.5,45.4,20% turpentine
0.1111,-20.0,26.5,48.2,20% turpentine
0.1654,-15.42,18.2,42.2,20% kerosene
0.2278,-10.94,11.8,35.4,20% turpentine
0.2008,-14.35,16.0,40.3,5% turpentine
0.1303,-19.23,24.9,43.9,15% turpentine
0.1934,-11.3,15.5,38.3,10% kerosene
0.1031,-21.55,28.4,48.4,pure
0.0964,-21.98,28.9,49.8,5% kerosene
0.218,-11.91,14.8,37.3,10% kerosene
0.1384,-17.91,21.0,46.9,5% kerosene
0.2228,-10.53,11.8,35.1,10% turpentine
0.1032,-20.77,28.5,47.2,10% turpentine
0.1018,-21.2,27.6,48.6,15% kerosene
0.1307,-16.52,21.4,44.6,20% kerosene
0.1232,-20.34,22.3,47.3,20% kerosene
0.2314,-9.94,12.2,34.7,5% turpentine
0.2459,-9.71,10.5,32.7,10% turpentine
0.1819,-17.0,20.9,44.4,10% kerosene
0.2258,-10.19,12.5,33.2,10% kerosene
0.2105,-11.34,15.8,38.7,20% kerosene
0.1176,-20.43,24.2,48.0,5% kerosene
0.1272,-15.36,24.3,47.0,20% turpentine
0.2325,-10.54,12.5,32.7,15% turpentine
0.2419,-10.21,10.8,32.8,5% turpentine
0.124,-17.8,19.8,44.7,5% kerosene
0.2194,-11.59,13.4,34.4,15% turpentine
0.2305,-10.64,12.9,33.3,10% turpentine
0.1803,-11.49,16.5,41.2,5% kerosene
0.1418,-19.27,21.4,45.2,10% kerosene
0.203,-13.47,14.5,38.7,15% kerosene
0.1199,-18.93,26.7,47.8,15% kerosene
0.1427,-17.79,20.5,42.5,5% kerosene
0.1807,-14.37,17.2,39.3,20% turpentine
0.2111,-10.51,12.5,33.5,10% turpentine
0.2107,-11.59,14.7,37.5,5% kerosene
0.2335,-12.3,14.3,37.2,20% turpentine
0.1508,-19.75,20.1,42.5,pure
0.1653,-15.78,22.5,41.1,15% turpentine
0.1564,-14.67,23.0,43.6,5% kerosene
0.1398,-19.16,23.0,44.1,pure
0.1432,-18.3,18.5,43.1,20% turpentine
0.1544,-15.3,20.3,41.3,5% turpentine
0.1983,-12.21,13.8,36.0,5% kerosene
0.1078,-20.0,21.1,45.9,10% turpentine
0.1618,-16.03,21.8,45.5,15% kerosene
0.157,-16.3,16.6,42.5,15% kerosene
0.2349,-9.68,11.1,32.0,10% turpentine
0.1391,-15.87,20.9,42.3,15% turpentine
0.1699,-17.45,19.7,42.1,pure
0.2165,-15.02,16.5,39.5,15% kerosene
0.2269,-10.89,10.9,32.6,10% turpentine
0.1999,-14.0,17.9,39.2,15% kerosene
0.2415,-10.63,12.5,35.4,10% turpentine
0.167,-16.25,18.4,41.9,10% kerosene
0.1894,-11.27,12.1,35.4,10% turpentine
0.1303,-18.31,19.9,44.6,5% turpentine
0.1716,-15.54,18.9,39.6,5% turpentine
0.122,-20.17,23.6,47.2,pure
0.2179,-10.03,12.9,36.3,20% turpentine
0.2477,-10.05,10.9,32.8,15% turpentine
0.1055,-20.88,24.7,48.5,20% turpentine
0.1509,-17.55,22.9,44.3,10% kerosene
0.194,-15.12,19.7,36.8,pure
0.2323,-9.69,10.9,33.0,5% kerosene
0.1466,-16.74,19.5,45.7,15% turpentine
0.1184,-18.14,25.1,45.2,15% turpentine
0.2276,-10.26,12.3,34.1,10% kerosene
0.2338,-9.79,10.4,34.3,20% kerosene
0.0959,-21.38,29.9,49.6,pure
0.2314,-10.47,10.8,33.4,10% turpentine
0.2187,-12.11,15.4,33.5,20% kerosene
0.1244,-17.76,21.1,45.2,15% turpentine
0.2282,-10.6,12.6,37.0,10% turpentine
0.1103,-20.18,26.3,47.7,pure
0.126,-18.51,22.9,46.8,10% kerosene
0.1312,-20.68,23.1,46.1,15% turpentine
0.0993,-20.62,27.4,49.2,15% turpentine
0.2277,-11.51,12.0,33.6,15% kerosene
0.2275,-13.56,12.4,35.6,5% kerosene
0.2373,-9.77,10.8,32.5,5% kerosene
0.136,-18.63,18.7,44.1,pure
0.2232,-10.53,12.4,32.4,5% kerosene
0.1427,-15.37,17.2,41.9,5% kerosene
0.2497,-9.52,10.2,31.1,5% kerosene
0.1418,-17.19,22.5,43.2,5% kerosene
0.1221,-18.39,25.4,45.5,15% turpentine
0.1273,-18.79,23.0,45.2,20% kerosene
0.1119,-19.85,22.4,46.5,20% turpentine
0.1043,-21.22,26.5,48.0,20% kerosene
0.118,-19.04,20.2,46.6,10% turpentine
0.1829,-18.57,19.0,42.1,pure
0.1099,-20.49,25.5,49.1,5% kerosene
0.2464,-9.73,10.8,32.4,5% turpentine
0.2204,-11.15,14.1,34.8,5% kerosene
0.1712,-15.94,21.1,42.1,5% kerosene
0.1942,-17.02,18.4,43.7,5% kerosene
0.235,-12.94,14.0,35.3,20% turpentine
0.2367,-9.74,12.4,33.9,15% kerosene
0.2326,-11.39,12.3,35.4,10% kerosene
0.2465,-10.29,11.1,31.6,pure
0.1736,-15.62,19.9,42.9,10% kerosene
0.1371,-18.99,23.0,46.7,5% turpentine
0.1034,-20.53,26.0,47.7,15% turpentine
0.1242,-21.14,24.7,48.3,20% kerosene
0.226,-9.98,10.8,33.0,10% kerosene
0.1546,-15.81,17.2,42.6,pure
0.1578,-16.63,17.0,42.8,pure
0.1792,-15.27,17.6,38.5,5% turpentine
0.2278,-13.1,16.3,35.7,10% kerosene
0.2427,-10.47,12.6,33.0,20% turpentine
0.1125,-21.59,28.5,49.6,pure
0.1328,-18.94,23.4,46.8,5% turpentine
0.1642,-15.84,19.2,42.3,15% kerosene
0.1526,-14.34,16.9,41.2,20% kerosene
0.1999,-13.12,12.2,36.5,5% turpentine
0.179,-12.98,14.5,38.3,20% turpentine
0.1041,-19.16,22.9,47.4,10% kerosene
0.0963,-21.71,29.2,49.5,5% turpentine
0.2034,-15.06,16.7,38.8,15% kerosene
0.2151,-11.48,12.3,34.3,pure
0.1807,-16.19,20.8,43.4,5% turpentine
0.2098,-14.62,16.9,36.9,15% kerosene
0.1583,-16.18,18.0,43.4,pure
0.1871,-14.21,15.5,38.8,20% turpentine
0.2301,-10.38,11.6,35.6,10% turpentine
0.2147,-11.94,11.8,34.7,20% turpentine
0.1775,-17.09,20.7,41.0,10% turpentine
0.2097,-12.73,15.9,37.9,15% kerosene
0.1647,-15.96,18.5,38.8,5% turpentine
0.211,-13.42,17.1,37.8,20% kerosene
0.2228,-11.97,11.5,33.2,15% turpentine
0.1845,-12.96,14.4,39.9,15% turpentine
0.1908,-14.75,13.8,37.8,10% turpentine
0.2498,-9.52,10.0,31.1,20% kerosene
0.1418,-18.04,20.1,45.6,5% kerosene
0.192,-11.67,15.0,38.7,10% turpentine
0.2419,-9.9,11.5,33.4,10% kerosene
0.1577,-15.53,18.7,40.1,20% kerosene
0.1865,-12.89,14.6,36.7,15% turpentine
0.223,-10.86,12.0,35.1,5% kerosene
0.113,-20.8,23.4,46.8,10% turpentine
0.2345,-9.73,11.7,32.3,15% turpentine
0.1969,-13.49,18.3,39.9,20% kerosene
0.1567,-17.8,19.8,40.1,10% turpentine
0.1872,-13.84,13.6,39.7,15% turpentine
0.2091,-10.31,13.1,35.9,pure
0.2408,-10.02,10.8,31.5,5% turpentine
0.1507,-17.24,19.5,45.6,5% kerosene
0.1814,-17.04,17.3,41.4,10% turpentine
0.2436,-10.19,11.4,31.9,15% kerosene
0.1456,-17.38,22.1,45.6,15% kerosene
0.2094,-15.19,17.7,40.5,20% kerosene
0.2144,-13.09,15.8,39.3,10% kerosene
0.2384,-9.85,12.7,32.9,15% kerosene
0.1276,-16.94,19.1,47.1,20% kerosene
0.2205,-12.31,13.2,34.8,pure
0.1185,-16.04,19.6,43.5,10% kerosene
0.2275,-12.48,12.1,35.4,10% kerosene
0.1604,-15.96,17.2,42.4,10% kerosene
0.2305,-12.91,12.8,36.5,pure
0.115,-20.98,22.6,47.1,20% kerosene
0.1538,-16.77,23.7,44.6,20% turpentine
0.2179,-11.97,12.9,36.5,5% kerosene
0.1259,-17.8,19.9,46.1,10% kerosene
0.1928,-13.03,15.2,37.7,pure
0.2091,-12.43,14.2,36.0,5% turpentine
0.1608,-15.14,17.3,44.1,15% kerosene
0.1175,-17.26,24.4,48.0,5% kerosene
0.1295,-16.1,21.1,46.4,pure
0.1617,-13.48,16.4,41.5,pure
0.1446,-17.21,22.5,45.8,20% kerosene
0.2172,-12.11,15.5,34.9,pure
0.1279,-18.66,23.5,48.0,10% turpentine
0.1694,-15.29,21.2,44.2,20% turpentine
0.1781,-14.57,14.5,40.4,10% kerosene
0.1126,-19.18,25.1,48.5,pure
0.2177,-11.33,13.6,38.9,pure
0.2059,-14.88,13.9,36.7,10% turpentine
0.2354,-11.56,13.7,34.3,10% turpentine
0.2434,-10.04,11.6,32.9,pure
0.2353,-11.59,10.9,33.2,15% kerosene
0.1248,-15.97,15.9,43.0,20% kerosene
0.1647,-17.69,18.7,45.2,5% kerosene
0.2462,-9.57,10.2,31.3,5% turpentine
0.105,-21.73,28.9,48.9,20% kerosene
0.1931,-13.91,17.2,37.8,10% kerosene
0.139,-18.11,20.0,41.1,15% kerosene
0.2274,-10.88,12.7,36.6,15% turpentine
0.2366,-11.03,11.7,33.9,15% kerosene
0.187,-16.57,19.5,45.4,15% kerosene
0.1079,-19.35,27.0,45.8,20% turpentine
0.2483,-9.66,10.0,31.0,5% kerosene
0.1154,-19.33,21.1,47.0,15% kerosene
0.1496,-13.22,16.5,39.6,5% kerosene
0.1838,-14.36,14.7,38.3,10% kerosene
0.2048,-13.1,15.4,40.0,20% kerosene
0.1879,-12.8,15.1,40.1,10% turpentine
0.1896,-15.3,14.7,38.7,10% turpentine
0.154,-16.12,20.2,44.1,5% kerosene
0.1469,-17.74,22.0,45.2,20% kerosene
0.1963,-13.45,17.7,36.6,5% kerosene
0.1864,-12.64,15.8,36.4,20% kerosene
0.1488,-18.27,22.0,47.2,10% turpentine
0.1728,-14.11,19.5,40.7,pure
0.2154,-14.71,16.5,37.9,15% turpentine
0.1006,-21.84,29.6,48.8,5% turpentine
0.1767,-12.61,13.1,38.4,20% kerosene
0.2047,-15.15,15.2,38.3,5% kerosene
0.2385,-11.4,12.0,34.9,10% turpentine
0.1363,-19.29,26.5,46.6,10% turpentine
0.1233,-18.65,22.5,44.5,10% turpentine
0.1656,-17.63,22.2,43.9,15% kerosene
0.2143,-11.35,14.7,38.3,5% kerosene
0.2421,-9.77,10.2,32.0,5% kerosene
0.1578,-18.73,22.7,44.1,15% kerosene
0.1472,-17.66,18.9,44.2,5% kerosene
0.2114,-13.05,15.5,38.2,15% turpentine
0.2081,-11.57,15.9,35.5,20% turpentine
0.1916,-16.81,16.2,40.0,10% turpentine
0.1777,-12.25,14.6,41.9,15% turpentine
0.2401,-10.67,11.0,32.6,20% turpentine
0.1613,-15.31,19.3,44.2,10% kerosene
0.1487,-16.92,22.3,42.2,5% turpentine
0.1613,-15.79,19.6,41.3,5% kerosene
0.2061,-11.85,11.7,35.4,5% kerosene
0.2308,-11.18,12.7,35.6,15% turpentine
0.2341,-11.95,13.3,36.8,20% kerosene
0.1567,-14.42,17.6,41.0,15% kerosene
0.1615,-19.06,21.7,46.2,20% kerosene
0.2015,-13.96,14.8,39.0,5% turpentine
0.1071,-19.75,26.6,47.8,15% turpentine
0.1465,-19.26,19.8,43.6,pure
0.1763,-17.11,18.1,40.2,pure
0.1152,-18.91,23.9,44.0,5% turpentine
0.2337,-10.79,12.8,35.2,10% kerosene
0.2403,-10.81,11.4,34.0,5% turpentine
0.2385,-10.17,11.6,31.9,5% turpentine
0.2489,-9.52,10.1,31.1,5% kerosene
0.1653,-14.3,20.4,42.2,5% turpentine
0.1943,-14.17,13.7,41.6,pure
0.1643,-15.01,15.5,41.5,15% kerosene
0.0965,-21.75,29.6,49.4,5% turpentine
0.2133,-11.47,16.0,39.8,5% kerosene
0.2376,-11.05,11.0,34.3,5% turpentine
0.2385,-10.25,11.7,33.0,pure
0.2108,-10.24,15.1,39.0,15% kerosene
0.1238,-17.03,24.3,46.2,15% kerosene
0.1797,-13.82,21.1,38.5,10% kerosene
0.1302,-17.35,19.7,45.2,pure
0.2276,-11.58,12.3,34.7,pure
0.225,-11.16,12.0,34.4,10% turpentine
0.1321,-18.8,25.1,45.3,15% turpentine
0.1294,-16.29,22.2,42.5,pure
0.2154,-11.06,14.3,36.6,20% kerosene
0.2394,-9.83,10.8,31.9,20% turpentine
0.1541,-17.13,25.2,46.1,pure
0.1866,-13.0,14.5,37.5,15% turpentine
0.1996,-12.28,19.0,40.7,20% turpentine
0.248,-9.61,10.2,31.6,15% kerosene
0.1253,-16.43,24.5,44.5,15% turpentine
0.1981,-14.6,16.2,37.6,15% kerosene
0.2023,-13.86,20.2,42.4,20% turpentine
0.2089,-10.73,12.5,34.4,10% turpentine
0.1627,-16.39,20.9,41.4,20% turpentine
0.1245,-17.91,21.5,44.9,15% turpentine
0.2074,-11.83,14.2,37.9,20% kerosene
0.1954,-12.45,17.0,39.8,15% turpentine
0.1608,-14.88,20.4,43.7,5% turpentine
0.1479,-16.13,19.8,40.4,15% turpentine
0.1847,-14.33,17.9,39.4,20% kerosene
0.1053,-19.71,23.4,48.2,15% kerosene
0.1044,-21.56,26.9,48.9,20% turpentine
0.0976,-21.49,28.3,49.6,5% turpentine
0.1317,-14.33,22.1,44.2,20% kerosene
0.1088,-20.93,25.4,46.9,15% kerosene
0.2347,-10.46,11.7,32.8,20% kerosene
0.2301,-11.57,12.3,37.0,5% turpentine
0.2208,-12.79,14.8,37.3,5% turpentine
0.2485,-9.6,10.5,31.2,10% kerosene
0.2111,-12.08,13.7,35.9,5% kerosene
0.2206,-11.31,14.0,34.5,5% turpentine
0.2399,-11.26,14.8,35.7,5% turpentine
0.1647,-15.9,19.0,41.7,15% kerosene
0.1581,-12.92,19.9,39.7,20% kerosene
0.1468,-16.22,20.0,45.6,10% turpentine
0.0989,-21.8,28.2,49.2,20% kerosene
0.2119,-14.39,16.1,36.3,20% kerosene
0.2009,-12.88,17.5,38.2,15% turpentine
0.1017,-20.53,27.9,48.9,20% kerosene
0.2373,-10.39,13.8,35.2,20% kerosene
0.1614,-15.25,20.4,43.1,10% turpentine
0.2214,-10.48,12.2,35.9,15% kerosene
0.2182,-11.26,12.1,36.6,20% kerosene
0.1374,-18.04,20.1,43.3,5% turpentine
0.1535,-18.6,20.6,40.8,10% turpentine
0.1353,-14.67,21.0,44.7,10% kerosene
0.1189,-20.18,24.5,47.7,10% turpentine
0.1406,-20.48,25.4,47.4,20% kerosene
0.1486,-18.07,21.2,45.0,15% kerosene
0.2143,-16.7,14.9,39.2,pure
0.1411,-16.73,19.6,43.0,10% turpentine
0.1408,-14.69,22.1,42.9,15% kerosene
0.2458,-9.57,10.9,31.4,pure
0.1398,-17.57,22.6,44.5,5% kerosene
0.2328,-10.41,12.2,34.1,pure
0.246,-9.9,10.4,31.9,5% kerosene
0.134,-17.06,20.7,44.1,pure
0.1978,-15.21,15.3,38.4,15% turpentine
0.2258,-10.59,12.6,33.1,5% turpentine
0.1952,-13.41,13.5,38.8,15% kerosene
0.1252,-18.22,24.3,42.6,20% kerosene
0.1654,-14.48,17.2,38.2,15% kerosene
0.1762,-13.59,17.9,39.7,10% turpentine
0.1843,-16.48,18.8,38.9,5% turpentine
0.1847,-18.02,15.7,41.0,20% kerosene
0.158,-13.74,16.8,39.4,10% turpentine
0.1353,-19.79,23.6,46.0,20% kerosene
0.1974,-11.2,12.3,35.4,15% kerosene
0.1334,-19.53,22.2,46.3,5% kerosene
0.2314,-9.86,11.5,32.2,15% kerosene
0.1645,-14.51,18.5,41.7,20% kerosene
0.1779,-15.08,16.6,42.0,15% kerosene
0.1283,-18.49,22.3,47.2,10% turpentine
0.1958,-12.49,13.7,40.5,15% kerosene
0.2242,-12.05,12.0,35.6,15% kerosene
0.2067,-11.37,16.0,37.0,15% kerosene
0.1106,-21.57,27.5,48.1,pure
0.2267,-11.61,15.1,36.7,15% turpentine
0.1537,-15.36,19.0,40.2,5% turpentine
0.1997,-14.46,14.3,38.7,10% kerosene
0.23,-12.47,13.5,36.4,15% kerosene
0.2281,-14.04,18.9,39.1,pure
0.1415,-16.13,18.7,46.6,20% kerosene
0.2042,-11.84,17.6,37.7,10% kerosene
0.248,-9.52,10.5,32.0,20% turpentine
0.144,-15.64,18.4,43.4,10% kerosene
0.1268,-17.63,25.3,46.5,20% turpentine
0.1427,-15.63,18.8,41.5,15% turpentine
0.1138,-20.56,25.3,46.3,15% turpentine
0.1865,-14.58,16.1,40.3,20% kerosene
0.1494,-14.31,19.8,42.2,20% kerosene
0.2326,-11.07,12.4,38.2,20% kerosene
0.1709,-14.67,16.8,42.8,20% turpentine
0.2167,-13.45,15.8,38.3,pure
0.0958,-21.98,29.9,49.8,15% kerosene
0.2012,-14.77,15.6,40.4,5% kerosene
0.1784,-13.75,15.8,41.8,pure
0.2131,-10.99,12.6,34.4,5% kerosene
0.1394,-17.57,19.6,46.1,15% kerosene
0.1598,-15.88,19.9,44.3,5% kerosene
0.1669,-17.12,18.1,38.9,20% kerosene
0.1789,-14.82,16.8,38.8,20% kerosene
0.1911,-15.55,20.3,42.8,5% kerosene
0.236,-12.1,12.3,34.6,15% turpentine
0.2194,-12.03,15.1,37.9,20% kerosene
0.208,-12.87,12.4,37.3,15% kerosene
0.2478,-9.58,10.3,31.7,pure
0.1849,-15.83,19.1,43.4,15% kerosene
0.2051,-12.71,12.8,39.0,15% turpentine
0.2005,-12.04,15.0,33.4,5% turpentine
0.2322,-11.18,13.0,34.5,5% turpentine
0.1876,-14.1,15.5,37.7,pure
0.1402,-16.71,21.4,44.6,20% turpentine
0.2119,-12.09,13.5,35.4,15% kerosene
0.1957,-13.07,15.1,36.6,10% kerosene
0.2257,-12.98,12.4,35.8,10% turpentine
0.1684,-14.18,14.6,43.0,20% turpentine
0.1839,-12.83,17.7,41.0,15% turpentine
0.1898,-14.94,15.7,39.3,20% kerosene
0.0997,-20.12,28.2,48.2,15% turpentine
0.1993,-15.64,15.0,37.3,15% turpentine
0.1393,-17.15,17.8,44.1,15% turpentine
0.1602,-15.54,18.3,44.9,10% turpentine
0.1063,-20.27,26.4,47.3,15% turpentine
0.225,-11.51,12.5,34.9,15% turpentine
0.2181,-11.61,12.6,37.5,pure
0.1841,-13.51,14.5,37.2,20% turpentine
0.2431,-9.89,10.6,31.5,10% turpentine
0.151,-17.8,20.8,44.5,5% kerosene
0.241,-11.8,11.9,32.1,5% turpentine
0.2342,-10.12,12.4,33.3,20% kerosene
0.1859,-11.53,13.1,37.7,pure
0.0985,-19.6,27.2,46.8,15% turpentine
0.1927,-14.9,17.7,40.4,20% kerosene
0.2059,-13.34,14.8,36.2,15% turpentine
0.1356,-17.51,22.5,44.1,15% turpentine
0.1975,-13.2,13.0,36.8,15% turpentine
0.208,-11.52,16.1,39.3,10% turpentine
0.1936,-13.24,17.3,39.4,15% kerosene
0.1699,-15.39,15.9,39.7,pure
0.2121,-9.96,15.0,35.7,15% turpentine
0.1968,-13.56,15.8,42.6,20% kerosene
0.2177,-14.54,16.1,41.8,5% kerosene
0.2001,-12.49,15.0,35.2,10% turpentine
0.1299,-18.74,16.4,44.9,20% turpentine
0.1641,-16.76,21.6,42.4,15% kerosene
0.1691,-17.18,15.8,42.8,15% kerosene
0.2096,-12.56,14.7,38.4,10% turpentine
0.2249,-11.67,12.9,34.7,10% turpentine
0.135,-14.35,20.1,42.0,10% turpentine
0.1601,-16.59,16.8,41.5,10% turpentine
0.1421,-17.43,22.7,44.9,20% kerosene
0.2242,-10.61,13.4,34.6,20% turpentine
0.2004,-11.21,14.1,36.0,10% turpentine
0.2125,-10.69,13.4,35.6,10% turpentine
0.1871,-10.81,18.5,38.9,10% kerosene
0.1088,-20.25,24.6,49.0,pure
0.2022,-17.09,16.1,36.2,5% turpentine
0.1189,-20.69,27.6,47.0,15% turpentine
0.1895,-17.32,14.9,41.7,10% turpentine
0.16,-19.85,22.1,44.1,5% turpentine
0.2426,-10.21,14.2,36.5,10% turpentine
0.1276,-18.18,25.4,46.0,5% kerosene
0.1715,-16.74,17.3,42.2,5% kerosene
0.1305,-18.35,22.7,44.9,15% turpentine
0.2344,-10.21,10.5,33.0,pure
0.1748,-14.35,17.9,40.8,5% turpentine
0.2458,-9.89,10.5,31.8,pure
0.1698,-18.25,23.6,46.5,15% turpentine
0.1131,-19.61,23.3,47.9,10% turpentine
0.2418,-9.9,10.1,33.9,5% kerosene
0.2338,-12.79,13.4,34.2,20% kerosene
0.2173,-11.85,14.6,36.9,15% kerosene
0.1544,-14.31,19.9,41.9,5% turpentine
0.1025,-21.07,28.8,49.5,20% turpentine
0.1697,-15.93,19.1,42.7,pure
0.2381,-11.14,11.4,34.1,15% turpentine
0.1927,-11.28,14.3,36.5,10% turpentine
0.1784,-14.71,18.9,41.6,pure
0.1947,-13.38,18.4,36.5,5% turpentine
0.1714,-16.64,15.8,40.4,10% kerosene
0.2323,-10.56,12.5,33.2,5% turpentine
0.1968,-14.98,18.8,39.7,5% kerosene
0.2183,-10.72,12.2,36.0,20% turpentine
0.1469,-14.79,17.3,44.6,20% turpentine
0.2153,-13.85,14.6,35.8,10% kerosene
0.2331,-11.39,11.2,35.0,15% kerosene
0.2056,-10.51,15.0,36.7,15% kerosene
0.1596,-18.4,23.1,45.4,10% turpentine
0.2493,-9.58,10.2,32.0,20% kerosene
0.1375,-16.97,21.6,45.6,10% kerosene
0.1145,-15.13,19.6,43.4,10% kerosene
0.1576,-13.88,20.0,41.7,15% turpentine
0.1184,-18.76,22.2,47.2,pure
0.2038,-13.62,15.0,38.0,15% turpentine
0.1923,-16.81,16.3,38.3,5% kerosene
0.2008,-13.02,16.4,37.4,15% kerosene
0.1816,-13.83,19.2,42.9,20% kerosene
0.1572,-16.45,18.6,43.3,10% kerosene
0.2466,-10.51,10.8,31.7,15% kerosene
0.1759,-14.46,20.2,43.9,5% turpentine
0.1911,-14.32,16.3,41.0,15% turpentine
0.1558,-16.87,24.3,43.6,10% kerosene
0.2144,-10.38,11.5,34.5,5% kerosene
0.2099,-11.89,12.3,38.8,5% kerosene
0.2381,-10.52,10.6,32.4,15% kerosene
0.2046,-11.11,14.4,36.7,pure
0.1491,-13.63,16.0,40.7,5% kerosene
0.2461,-9.64,10.8,31.3,15% turpentine
0.1884,-12.31,16.5,36.4,10% turpentine
0.152,-17.86,24.0,44.2,10% kerosene
0.2346,-10.36,10.5,34.6,10% turpentine
0.2166,-10.67,11.9,34.7,5% turpentine
0.1123,-20.51,25.8,47.5,5% turpentine
0.1251,-19.39,27.3,47.7,20% turpentine
0.1908,-12.06,14.2,37.2,15% kerosene
0.1035,-20.7,25.7,46.4,15% turpentine
0.2471,-9.95,10.5,32.1,20% kerosene
0.2257,-11.77,12.6,34.4,10% turpentine
0.1035,-20.98,27.4,48.8,5% kerosene
0.1475,-19.35,21.2,38.2,15% turpentine
0.2248,-10.3,11.7,34.6,15% turpentine
